ID,City,Price,Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index
7728,Barcelona, € 87.97 ,318.49,10.85,786.76,17.32
7729,Barcelona, € 277.65 ,661.91,22.56,1303.45,28.69
7730,Barcelona, € 589.99 ,703.99,23.99,779.67,17.16
7731,Barcelona, € 173.62 ,498.18,16.98,664.33,14.62
7732,Barcelona, € 445.46 ,1134.26,38.66,1694.22,37.29
7733,Barcelona, € 211.79 ,329.69,11.24,570.79,12.56
7734,Barcelona, € 173.62 ,353.95,12.06,880.05,19.37
7735,Barcelona, € 219.70 ,363.14,12.38,884.79,19.48
7736,Barcelona, € 173.62 ,371.85,12.67,894.82,19.70
7737,Barcelona, € 196.90 ,719.78,24.53,1393.42,30.67
7738,Barcelona, € 231.34 ,470.77,16.04,1096.55,24.14
7739,Barcelona, € 185.26 ,977.10,33.30,1843.66,40.58
7740,Barcelona, € 341.42 ,777.40,26.49,1658.32,36.50
7741,Barcelona, € 142.20 ,554.70,18.91,615.16,13.54
7742,Barcelona, € 234.83 ,635.52,21.66,1384.22,30.47
7743,Barcelona, € 99.61 ,354.13,12.07,713.96,15.72
7744,Barcelona, € 295.11 ,848.35,28.91,1750.54,38.53
7745,Barcelona, € 180.37 ,377.89,12.88,963.73,21.21
7746,Barcelona, € 215.28 ,552.19,18.82,956.89,21.06
7747,Barcelona, € 142.43 ,450.64,15.36,582.46,12.82
7748,Barcelona, € 231.34 ,656.36,22.37,636.61,14.01
7749,Barcelona, € 182.93 ,319.52,10.89,736.01,16.20
7750,Barcelona, € 738.24 ,623.80,21.26,847.89,18.66
7751,Barcelona, € 265.55 ,993.92,33.87,817.04,17.99
7752,Barcelona, € 225.52 ,331.53,11.30,944.99,20.80
7753,Barcelona, € 138.94 ,415.93,14.18,1010.45,22.24
7754,Barcelona, € 289.52 ,478.08,16.29,1212.22,26.68
7755,Barcelona, € 367.49 ,478.08,16.29,1212.22,26.68
7756,Barcelona, € 254.61 ,623.00,21.23,1359.57,29.93
7757,Barcelona, € 208.30 ,285.22,9.72,626.52,13.79
7758,Barcelona, € 267.65 ,478.08,16.29,1212.22,26.68
7759,Barcelona, € 165.24 ,453.92,15.47,582.06,12.81
7760,Barcelona, € 178.28 ,360.37,12.28,814.01,17.92
7761,Barcelona, € 229.25 ,653.72,22.28,1434.02,31.57
7762,Barcelona, € 173.62 ,620.50,21.15,1672.71,36.82
7763,Barcelona, € 254.61 ,1110.92,37.86,845.15,18.60
7764,Barcelona, € 167.80 ,801.29,27.31,1498.79,32.99
7765,Barcelona, € 769.66 ,900.76,30.70,799.35,17.60
7766,Barcelona, € 159.66 ,397.84,13.56,813.26,17.90
7767,Barcelona, € 329.79 ,692.51,23.60,1534.75,33.78
7768,Barcelona, € 109.85 ,904.32,30.82,771.95,16.99
7769,Barcelona, € 115.67 ,245.89,8.38,495.09,10.90
7770,Barcelona, € 139.87 ,388.79,13.25,1008.64,22.20
7771,Barcelona, € 104.03 ,453.25,15.45,2608.33,57.42
7772,Barcelona, € 196.90 ,259.91,8.86,568.94,12.52
7773,Barcelona, € 127.31 ,507.47,17.30,1268.98,27.93
7774,Barcelona, € 237.16 ,696.57,23.74,1662.67,36.60
7775,Barcelona, € 225.75 ,784.87,26.75,1610.05,35.44
7776,Barcelona, € 237.16 ,798.29,27.21,1334.80,29.38
7777,Barcelona, € 439.87 ,391.58,13.35,992.65,21.85
7778,Barcelona, € 289.06 ,525.14,17.90,970.12,21.36
7779,Barcelona, € 277.65 ,412.53,14.06,705.48,15.53
7780,Barcelona, € 156.17 ,899.94,30.67,1097.04,24.15
7781,Barcelona, € 137.55 ,841.89,28.69,1577.97,34.74
7782,Barcelona, € 208.30 ,674.17,22.98,1444.97,31.81
7783,Barcelona, € 97.05 ,1180.96,40.25,1880.27,41.39
7784,Barcelona, € 300.93 ,963.53,32.84,1775.61,39.09
7785,Barcelona, € 118.00 ,639.42,21.79,1411.47,31.07
7786,Barcelona, € 327.46 ,579.95,19.77,1105.61,24.34
7787,Barcelona, € 488.28 ,430.44,14.67,1123.04,24.72
7788,Barcelona, € 329.56 ,818.10,27.88,811.08,17.85
7789,Barcelona, € 349.57 ,1064.43,36.28,793.28,17.46
7790,Barcelona, € 138.94 ,383.20,13.06,684.13,15.06
7791,Barcelona, € 180.37 ,339.58,11.57,828.91,18.25
7792,Barcelona, € 208.53 ,580.05,19.77,1356.67,29.86
7793,Barcelona, € 185.26 ,594.88,20.27,1257.62,27.68
7794,Barcelona, € 193.17 ,463.65,15.80,1158.76,25.51
7795,Barcelona, € 197.59 ,480.11,16.36,1162.31,25.59
7796,Barcelona, € 242.98 ,478.42,16.31,1228.18,27.04
7797,Barcelona, € 224.59 ,651.44,22.20,1636.34,36.02
7798,Barcelona, € 167.80 ,823.29,28.06,1629.28,35.87
7799,Barcelona, € 287.20 ,779.57,26.57,1862.02,40.99
7800,Barcelona, € 138.94 ,463.19,15.79,583.57,12.85
7801,Barcelona, € 364.47 ,1286.96,43.86,1404.62,30.92
7802,Barcelona, € 106.59 ,491.37,16.75,1287.73,28.35
7803,Barcelona, € 179.44 ,596.03,20.31,885.57,19.49
7804,Barcelona, € 145.93 ,556.05,18.95,762.33,16.78
7805,Barcelona, € 381.92 ,618.88,21.09,1306.60,28.76
7806,Barcelona, € 370.52 ,705.52,24.05,1574.15,34.65
7807,Barcelona, € 321.41 ,550.45,18.76,996.37,21.93
7808,Barcelona, € 381.92 ,793.03,27.03,1592.80,35.06
7809,Barcelona, € 156.17 ,468.59,15.97,1165.92,25.67
7810,Barcelona, € 297.67 ,356.97,12.17,862.89,18.99
7811,Barcelona, € 377.50 ,468.49,15.97,1316.70,28.98
7812,Barcelona, € 335.61 ,672.58,22.92,1417.69,31.21
7813,Barcelona, € 242.98 ,399.75,13.62,1061.91,23.38
7814,Barcelona, € 242.98 ,329.30,11.22,881.34,19.40
7815,Barcelona, € 196.90 ,332.43,11.33,898.32,19.77
7816,Barcelona, € 317.22 ,348.29,11.87,877.31,19.31
7817,Barcelona, € 324.20 ,718.40,24.48,1697.24,37.36
7818,Barcelona, € 208.53 ,454.27,15.48,1172.74,25.82
7819,Barcelona, € 300.93 ,838.13,28.56,1339.07,29.48
7820,Barcelona, € 422.42 ,307.03,10.46,705.77,15.54
7821,Barcelona, € 483.39 ,646.46,22.03,1255.47,27.64
7822,Barcelona, € 320.71 ,735.20,25.06,1523.25,33.53
7823,Barcelona, € 190.84 ,349.76,11.92,819.08,18.03
7824,Barcelona, € 219.70 ,414.12,14.11,1060.74,23.35
7825,Barcelona, € 182.70 ,668.32,22.78,671.80,14.79
7826,Barcelona, € 225.52 ,743.72,25.35,1581.83,34.82
7827,Barcelona, € 295.11 ,593.13,20.21,863.56,19.01
7828,Barcelona, € 434.98 ,629.93,21.47,1236.81,27.23
7829,Barcelona, € 213.89 ,908.09,30.95,1951.90,42.97
7830,Barcelona, € 214.12 ,358.60,12.22,797.54,17.56
7831,Barcelona, € 115.67 ,413.95,14.11,1140.18,25.10
7832,Barcelona, € 254.61 ,442.05,15.07,572.16,12.59
7833,Barcelona, € 115.67 ,1141.45,38.90,1624.92,35.77
7834,Barcelona, € 223.19 ,581.83,19.83,1324.87,29.16
7835,Barcelona, € 223.19 ,594.58,20.26,1501.27,33.05
7836,Barcelona, € 223.19 ,740.09,25.22,1637.67,36.05
7837,Barcelona, € 223.19 ,652.04,22.22,1989.88,43.80
7838,Barcelona, € 167.80 ,608.11,20.73,1350.77,29.73
7839,Barcelona, € 552.98 ,755.57,25.75,1310.12,28.84
7840,Barcelona, € 534.60 ,1046.61,35.67,1384.31,30.47
7841,Barcelona, € 617.92 ,743.81,25.35,1350.83,29.74
7842,Barcelona, € 439.87 ,920.07,31.36,1368.33,30.12
7843,Barcelona, € 257.64 ,501.34,17.09,796.58,17.54
7844,Barcelona, € 131.96 ,310.56,10.58,514.98,11.34
7845,Barcelona, € 254.61 ,663.97,22.63,1325.03,29.17
7846,Barcelona, € 335.37 ,714.65,24.36,1707.45,37.59
7847,Barcelona, € 436.38 ,332.46,11.33,693.61,15.27
7848,Barcelona, € 127.31 ,424.55,14.47,729.72,16.06
7849,Barcelona, € 237.16 ,857.31,29.22,1551.19,34.15
7850,Barcelona, € 222.03 ,931.61,31.75,1727.54,38.03
7851,Barcelona, € 138.94 ,706.82,24.09,1442.70,31.76
7852,Barcelona, € 242.98 ,355.55,12.12,888.28,19.55
7853,Barcelona, € 313.73 ,414.55,14.13,1267.96,27.91
7854,Barcelona, € 196.90 ,734.37,25.03,1351.52,29.75
7855,Barcelona, € 219.70 ,351.49,11.98,868.23,19.11
7856,Barcelona, € 143.37 ,338.72,11.54,809.34,17.82
7857,Barcelona, € 587.89 ,850.11,28.97,1625.15,35.77
7858,Barcelona, € 408.45 ,962.28,32.80,1593.85,35.09
7859,Barcelona, € 205.97 ,430.86,14.68,1135.71,25.00
7860,Barcelona, € 518.54 ,449.07,15.31,781.92,17.21
7861,Barcelona, € 302.09 ,755.71,25.76,1643.87,36.19
7862,Barcelona, € 381.92 ,703.02,23.96,1782.27,39.23
7863,Barcelona, € 136.38 ,316.48,10.79,831.63,18.31
7864,Barcelona, € 205.97 ,814.86,27.77,1453.90,32.00
7865,Barcelona, € 205.97 ,439.50,14.98,1249.11,27.50
7866,Barcelona, € 185.26 ,585.13,19.94,1220.32,26.86
7867,Barcelona, € 185.26 ,584.97,19.94,1309.71,28.83
7868,Barcelona, € 157.56 ,707.71,24.12,1447.07,31.85
7869,Barcelona, € 208.30 ,554.81,18.91,972.84,21.42
7870,Barcelona, € 370.28 ,1229.75,41.91,782.87,17.23
7871,Barcelona, € 893.48 ,871.72,29.71,773.38,17.02
7872,Barcelona, € 171.29 ,352.66,12.02,822.59,18.11
7873,Barcelona, € 231.34 ,694.20,23.66,1403.49,30.90
7874,Barcelona, € 532.04 ,470.29,16.03,1359.59,29.93
7875,Barcelona, € 219.94 ,374.74,12.77,951.50,20.95
7876,Barcelona, € 219.70 ,659.93,22.49,1445.26,31.81
7877,Barcelona, € 156.17 ,522.19,17.80,983.03,21.64
7878,Barcelona, € 315.82 ,792.39,27.01,1659.04,36.52
7879,Barcelona, € 223.19 ,411.12,14.01,1216.31,26.77
7880,Barcelona, € 185.26 ,796.02,27.13,4542.75,100.00
7881,Barcelona, € 277.65 ,404.53,13.79,1060.98,23.36
7882,Barcelona, € 547.16 ,461.96,15.74,578.94,12.74
7883,Barcelona, € 229.25 ,632.93,21.57,1893.22,41.68
7884,Barcelona, € 229.25 ,600.27,20.46,1489.18,32.78
7885,Barcelona, € 229.25 ,607.70,20.71,1501.13,33.04
7886,Barcelona, € 229.25 ,516.05,17.59,1204.00,26.50
7887,Barcelona, € 248.56 ,419.37,14.29,1139.96,25.09
7888,Barcelona, € 173.62 ,407.17,13.88,1059.53,23.32
7889,Barcelona, € 322.81 ,426.36,14.53,958.59,21.10
7890,Barcelona, € 223.19 ,391.79,13.35,1133.14,24.94
7891,Barcelona, € 223.19 ,391.16,13.33,1065.55,23.46
7892,Barcelona, € 219.70 ,292.57,9.97,664.35,14.62
7893,Barcelona, € 185.26 ,381.48,13.00,749.37,16.50
7894,Barcelona, € 161.98 ,486.64,16.59,857.19,18.87
7895,Barcelona, € 214.12 ,479.68,16.35,1111.69,24.47
7896,Barcelona, € 190.84 ,696.68,23.74,1935.55,42.61
7897,Barcelona, € 252.29 ,565.77,19.28,1309.53,28.83
7898,Barcelona, € 293.71 ,361.99,12.34,1029.32,22.66
7899,Barcelona, € 252.29 ,511.14,17.42,1401.10,30.84
7900,Barcelona, € 219.70 ,331.50,11.30,800.95,17.63
7901,Barcelona, € 219.70 ,327.20,11.15,815.89,17.96
7902,Barcelona, € 416.60 ,647.50,22.07,1569.48,34.55
7903,Barcelona, € 185.26 ,453.18,15.45,1168.76,25.73
7904,Barcelona, € 159.66 ,473.43,16.14,1454.56,32.02
7905,Barcelona, € 208.53 ,743.46,25.34,1655.06,36.43
7906,Barcelona, € 341.19 ,665.04,22.67,1585.25,34.90
7907,Barcelona, € 341.42 ,759.85,25.90,1633.74,35.96
7908,Barcelona, € 148.02 ,590.23,20.12,651.60,14.34
7909,Barcelona, € 277.65 ,378.90,12.91,1025.23,22.57
7910,Barcelona, € 185.26 ,259.77,8.85,583.93,12.85
7911,Barcelona, € 340.26 ,778.03,26.52,1702.51,37.48
7912,Barcelona, € 340.26 ,903.11,30.78,1762.23,38.79
7913,Barcelona, € 340.26 ,853.97,29.10,1765.69,38.87
7914,Barcelona, € 416.37 ,356.46,12.15,929.67,20.46
7915,Barcelona, € 499.69 ,647.32,22.06,792.35,17.44
7916,Barcelona, € 300.93 ,567.19,19.33,1083.90,23.86
7917,Barcelona, € 167.80 ,455.47,15.52,1145.98,25.23
7918,Barcelona, € 167.80 ,437.00,14.89,1059.70,23.33
7919,Barcelona, € 156.17 ,425.91,14.52,1157.11,25.47
7920,Barcelona, € 182.93 ,757.73,25.82,1400.85,30.84
7921,Barcelona, € 501.08 ,567.94,19.36,1135.57,25.00
7922,Barcelona, € 231.57 ,433.87,14.79,1199.11,26.40
7923,Barcelona, € 248.80 ,577.84,19.69,1195.08,26.31
7924,Barcelona, € 173.62 ,353.69,12.05,825.83,18.18
7925,Barcelona, € 138.94 ,290.43,9.90,656.78,14.46
7926,Barcelona, € 179.44 ,377.18,12.86,922.39,20.30
7927,Barcelona, € 208.53 ,1992.04,67.89,1730.44,38.09
7928,Barcelona, € 223.19 ,877.22,29.90,2260.00,49.75
7929,Barcelona, € 810.16 ,610.18,20.80,1565.23,34.46
7930,Barcelona, € 567.18 ,449.69,15.33,1242.68,27.36
7931,Barcelona, € 111.02 ,1698.25,57.88,823.33,18.12
7932,Barcelona, € 181.77 ,470.81,16.05,816.21,17.97
7933,Barcelona, € 180.37 ,556.55,18.97,1325.76,29.18
7934,Barcelona, € 138.94 ,307.33,10.47,700.90,15.43
7935,Barcelona, € 104.03 ,334.22,11.39,512.49,11.28
7936,Barcelona, € 231.57 ,698.16,23.79,1370.68,30.17
7937,Barcelona, € 137.55 ,758.76,25.86,1894.36,41.70
7938,Barcelona, € 238.32 ,637.91,21.74,1416.79,31.19
7939,Barcelona, € 297.44 ,342.77,11.68,932.42,20.53
7940,Barcelona, € 173.62 ,368.89,12.57,889.26,19.58
7941,Barcelona, € 173.62 ,375.33,12.79,917.08,20.19
7942,Barcelona, € 229.25 ,691.38,23.56,1592.00,35.04
7943,Barcelona, € 156.17 ,317.18,10.81,746.43,16.43
7944,Barcelona, € 229.25 ,536.49,18.28,1270.77,27.97
7945,Barcelona, € 242.98 ,702.10,23.93,1382.12,30.42
7946,Barcelona, € 185.26 ,422.87,14.41,1116.65,24.58
7947,Barcelona, € 204.58 ,412.43,14.06,979.42,21.56
7948,Barcelona, € 455.93 ,532.89,18.16,1068.89,23.53
7949,Barcelona, € 115.67 ,376.90,12.85,800.27,17.62
7950,Barcelona, € 138.94 ,369.86,12.61,698.11,15.37
7951,Barcelona, € 174.79 ,317.05,10.81,745.08,16.40
7952,Barcelona, € 306.51 ,427.18,14.56,649.92,14.31
7953,Barcelona, € 686.34 ,573.02,19.53,623.66,13.73
7954,Barcelona, € 179.44 ,309.93,10.56,715.36,15.75
7955,Barcelona, € 254.61 ,659.32,22.47,1539.08,33.88
7956,Barcelona, € 161.98 ,515.55,17.57,1262.78,27.80
7957,Barcelona, € 173.62 ,382.07,13.02,945.49,20.81
7958,Barcelona, € 173.62 ,391.77,13.35,992.08,21.84
7959,Barcelona, € 223.19 ,480.36,16.37,1213.56,26.71
7960,Barcelona, € 185.26 ,423.25,14.43,1049.90,23.11
7961,Barcelona, € 173.62 ,389.20,13.26,1003.86,22.10
7962,Barcelona, € 150.58 ,977.96,33.33,1758.18,38.70
7963,Barcelona, € 223.19 ,494.05,16.84,1247.94,27.47
7964,Barcelona, € 300.93 ,483.92,16.49,1057.25,23.27
7965,Barcelona, € 229.25 ,565.73,19.28,1547.39,34.06
7966,Barcelona, € 150.58 ,362.58,12.36,898.62,19.78
7967,Barcelona, € 196.90 ,965.23,32.90,1210.30,26.64
7968,Barcelona, € 358.65 ,686.46,23.40,1406.71,30.97
7969,Barcelona, € 358.65 ,582.71,19.86,1188.15,26.15
7970,Barcelona, € 312.57 ,538.57,18.36,1091.61,24.03
7971,Barcelona, € 400.54 ,760.86,25.93,1574.93,34.67
7972,Barcelona, € 624.90 ,723.58,24.66,698.98,15.39
7973,Barcelona, € 306.51 ,406.57,13.86,864.52,19.03
7974,Barcelona, € 318.15 ,706.69,24.08,1541.19,33.93
7975,Barcelona, € 208.53 ,1057.27,36.03,1600.79,35.24
7976,Barcelona, € 196.90 ,374.17,12.75,943.95,20.78
7977,Barcelona, € 219.70 ,356.33,12.14,889.32,19.58
7978,Barcelona, € 219.70 ,329.42,11.23,799.35,17.60
7979,Barcelona, € 196.90 ,332.24,11.32,808.28,17.79
7980,Barcelona, € 122.19 ,320.10,10.91,446.79,9.84
7981,Barcelona, € 196.90 ,341.98,11.66,831.75,18.31
7982,Barcelona, € 219.70 ,334.04,11.38,808.75,17.80
7983,Barcelona, € 150.58 ,344.38,11.74,848.32,18.67
7984,Barcelona, € 196.90 ,353.21,12.04,875.74,19.28
7985,Barcelona, € 242.98 ,351.69,11.99,856.76,18.86
7986,Barcelona, € 128.01 ,313.49,10.68,437.10,9.62
7987,Barcelona, € 196.90 ,341.73,11.65,816.81,17.98
7988,Barcelona, € 122.19 ,312.30,10.64,450.21,9.91
7989,Barcelona, € 156.17 ,420.53,14.33,1114.36,24.53
7990,Barcelona, € 134.29 ,324.86,11.07,789.78,17.39
7991,Barcelona, € 254.61 ,779.45,26.56,1473.83,32.44
7992,Barcelona, € 271.84 ,607.54,20.71,1364.68,30.04
7993,Barcelona, € 173.62 ,350.42,11.94,869.64,19.14
7994,Barcelona, € 196.90 ,356.31,12.14,891.69,19.63
7995,Barcelona, € 150.58 ,677.60,23.09,1668.18,36.72
7996,Barcelona, € 138.94 ,522.59,17.81,1277.41,28.12
7997,Barcelona, € 190.84 ,632.58,21.56,1374.24,30.25
7998,Barcelona, € 189.91 ,463.93,15.81,840.18,18.49
7999,Barcelona, € 157.56 ,393.68,13.42,1016.52,22.38
8000,Barcelona, € 208.30 ,350.54,11.95,823.86,18.14
8001,Barcelona, € 161.75 ,456.91,15.57,753.20,16.58
8002,Barcelona, € 335.61 ,594.62,20.27,1311.03,28.86
8003,Barcelona, € 293.71 ,377.98,12.88,1047.15,23.05
8004,Barcelona, € 223.19 ,567.09,19.33,1148.31,25.28
8005,Barcelona, € 223.19 ,562.36,19.17,1141.17,25.12
8006,Barcelona, € 303.02 ,622.00,21.20,1247.16,27.45
8007,Barcelona, € 273.00 ,1081.31,36.85,1613.99,35.53
8008,Barcelona, € 481.53 ,667.98,22.77,819.92,18.05
8009,Barcelona, € 150.58 ,529.10,18.03,1318.75,29.03
8010,Barcelona, € 283.47 ,894.36,30.48,2243.25,49.38
8011,Barcelona, € 266.25 ,364.70,12.43,892.36,19.64
8012,Barcelona, € 225.75 ,643.34,21.93,1278.35,28.14
8013,Barcelona, € 129.63 ,535.75,18.26,976.09,21.49
8014,Barcelona, € 269.74 ,593.63,20.23,1487.51,32.74
8015,Barcelona, € 208.30 ,431.27,14.70,1384.56,30.48
8016,Barcelona, € 232.50 ,899.18,30.65,1727.62,38.03
8017,Barcelona, € 223.19 ,837.82,28.55,1642.12,36.15
8018,Barcelona, € 223.19 ,835.47,28.47,1630.37,35.89
8019,Barcelona, € 138.94 ,497.27,16.95,973.63,21.43
8020,Barcelona, € 414.27 ,549.63,18.73,1236.55,27.22
8021,Barcelona, € 161.98 ,364.65,12.43,955.31,21.03
8022,Barcelona, € 150.58 ,369.87,12.61,965.32,21.25
8023,Barcelona, € 252.29 ,696.43,23.74,1444.26,31.79
8024,Barcelona, € 242.98 ,579.39,19.75,671.53,14.78
8025,Barcelona, € 214.12 ,657.51,22.41,1329.27,29.26
8026,Barcelona, € 335.61 ,647.51,22.07,1363.84,30.02
8027,Barcelona, € 277.65 ,659.59,22.48,1291.99,28.44
8028,Barcelona, € 171.29 ,381.72,13.01,942.91,20.76
8029,Barcelona, € 347.24 ,608.02,20.72,1401.31,30.85
8030,Barcelona, € 136.38 ,325.74,11.10,786.41,17.31
8031,Barcelona, € 137.55 ,883.40,30.11,1959.47,43.13
8032,Barcelona, € 178.28 ,551.53,18.80,815.21,17.95
8033,Barcelona, € 132.89 ,570.75,19.45,800.58,17.62
8034,Barcelona, € 146.39 ,369.81,12.60,979.51,21.56
8035,Barcelona, € 428.24 ,505.85,17.24,1106.98,24.37
8036,Barcelona, € 335.61 ,643.49,21.93,1483.64,32.66
8037,Barcelona, € 219.70 ,352.35,12.01,934.36,20.57
8038,Barcelona, € 196.90 ,350.62,11.95,915.32,20.15
8039,Barcelona, € 196.90 ,326.74,11.14,804.09,17.70
8040,Barcelona, € 161.98 ,381.10,12.99,937.53,20.64
8041,Barcelona, € 136.38 ,752.29,25.64,1583.40,34.86
8042,Barcelona, € 145.93 ,400.30,13.64,950.34,20.92
8043,Barcelona, € 353.06 ,940.63,32.06,708.95,15.61
8044,Barcelona, € 145.93 ,356.70,12.16,707.27,15.57
8045,Barcelona, € 318.15 ,1444.87,49.24,1684.50,37.08
8046,Barcelona, € 462.91 ,315.00,10.74,757.99,16.69
8047,Barcelona, € 208.53 ,425.37,14.50,657.57,14.48
8048,Barcelona, € 214.12 ,741.46,25.27,1560.10,34.34
8049,Barcelona, € 152.68 ,337.00,11.49,802.15,17.66
8050,Barcelona, € 107.52 ,505.25,17.22,598.59,13.18
8051,Barcelona, € 134.29 ,407.26,13.88,1088.58,23.96
8052,Barcelona, € 115.67 ,319.50,10.89,755.90,16.64
8053,Barcelona, € 196.90 ,302.37,10.31,547.83,12.06
8054,Barcelona, € 925.83 ,516.26,17.60,940.95,20.71
8055,Barcelona, € 324.20 ,723.19,24.65,1717.59,37.81
8056,Barcelona, € 298.83 ,390.76,13.32,522.47,11.50
8057,Barcelona, € 150.58 ,782.33,26.66,803.88,17.70
8058,Barcelona, € 104.03 ,590.04,20.11,772.57,17.01
8059,Barcelona, € 225.52 ,395.63,13.48,781.51,17.20
8060,Barcelona, € 196.66 ,589.97,20.11,1230.20,27.08
8061,Barcelona, € 567.18 ,608.99,20.76,1259.38,27.72
8062,Barcelona, € 171.29 ,477.86,16.29,669.79,14.74
8063,Barcelona, € 240.88 ,664.09,22.63,652.61,14.37
8064,Barcelona, € 182.93 ,561.74,19.15,1313.89,28.92
8065,Barcelona, € 182.93 ,629.29,21.45,1518.54,33.43
8066,Barcelona, € 205.97 ,755.41,25.75,1374.73,30.26
8067,Barcelona, € 157.56 ,718.93,24.50,1653.35,36.40
8068,Barcelona, € 185.26 ,504.38,17.19,1327.99,29.23
8069,Barcelona, € 324.20 ,420.18,14.32,1084.44,23.87
8070,Barcelona, € 229.25 ,567.36,19.34,1499.45,33.01
8071,Barcelona, € 229.25 ,539.15,18.38,1283.18,28.25
8072,Barcelona, € 161.98 ,708.39,24.14,1592.23,35.05
8073,Barcelona, € 135.45 ,623.60,21.25,1305.09,28.73
8074,Barcelona, € 205.97 ,886.62,30.22,1400.56,30.83
8075,Barcelona, € 190.84 ,356.23,12.14,837.51,18.44
8076,Barcelona, € 343.52 ,395.60,13.48,902.96,19.88
8077,Barcelona, € 127.31 ,349.32,11.91,858.57,18.90
8078,Barcelona, € 127.31 ,357.23,12.17,893.76,19.67
8079,Barcelona, € 161.98 ,447.89,15.26,1115.37,24.55
8080,Barcelona, € 127.31 ,349.51,11.91,859.29,18.92
8081,Barcelona, € 127.31 ,1535.66,52.34,820.48,18.06
8082,Barcelona, € 138.94 ,429.09,14.62,1073.74,23.64
8083,Barcelona, € 127.31 ,1078.11,36.74,804.51,17.71
8084,Barcelona, € 150.58 ,563.87,19.22,1409.91,31.04
8085,Barcelona, € 236.00 ,630.71,21.50,639.47,14.08
8086,Barcelona, € 155.00 ,848.09,28.90,1462.71,32.20
8087,Barcelona, € 229.25 ,529.29,18.04,1256.36,27.66
8088,Barcelona, € 229.25 ,521.05,17.76,1216.97,26.79
8089,Barcelona, € 127.31 ,266.78,9.09,620.91,13.67
8090,Barcelona, € 448.72 ,620.23,21.14,1538.49,33.87
8091,Barcelona, € 236.00 ,643.22,21.92,639.72,14.08
8092,Barcelona, € 300.93 ,431.97,14.72,1204.78,26.52
8093,Barcelona, € 202.48 ,604.02,20.59,877.28,19.31
8094,Barcelona, € 161.98 ,451.13,15.38,591.72,13.03
8095,Barcelona, € 120.32 ,267.84,9.13,623.64,13.73
8096,Barcelona, € 123.82 ,278.57,9.49,653.44,14.38
8097,Barcelona, € 208.53 ,342.95,11.69,784.78,17.28
8098,Barcelona, € 150.58 ,437.42,14.91,1121.69,24.69
8099,Barcelona, € 194.10 ,1783.59,60.79,1717.88,37.82
8100,Barcelona, € 205.97 ,579.83,19.76,1178.93,25.95
8101,Barcelona, € 225.75 ,437.82,14.92,859.64,18.92
8102,Barcelona, € 671.21 ,728.99,24.85,1554.12,34.21
8103,Barcelona, € 185.26 ,789.99,26.92,1833.58,40.36
8104,Barcelona, € 190.84 ,442.22,15.07,863.49,19.01
8105,Barcelona, € 856.24 ,1522.51,51.89,1847.78,40.68
8106,Barcelona, € 202.48 ,438.82,14.96,859.71,18.92
8107,Barcelona, € 225.52 ,744.58,25.38,680.92,14.99
8108,Barcelona, € 185.26 ,1017.58,34.68,2518.48,55.44
8109,Barcelona, € 242.98 ,1089.01,37.12,1634.79,35.99
8110,Barcelona, € 324.20 ,1056.04,35.99,1915.54,42.17
8111,Barcelona, € 196.90 ,577.21,19.67,1185.46,26.10
8112,Barcelona, € 161.98 ,434.44,14.81,1151.93,25.36
8113,Barcelona, € 113.58 ,894.14,30.47,1683.04,37.05
8114,Barcelona, € 775.25 ,770.70,26.27,1610.24,35.45
8115,Barcelona, € 416.60 ,1170.59,39.90,1696.00,37.33
8116,Barcelona, € 217.38 ,410.26,13.98,1090.78,24.01
8117,Barcelona, € 156.17 ,544.32,18.55,1141.98,25.14
8118,Barcelona, € 196.90 ,340.21,11.59,895.10,19.70
8119,Barcelona, € 167.80 ,553.74,18.87,1111.09,24.46
8120,Barcelona, € 168.97 ,419.80,14.31,1074.98,23.66
8121,Barcelona, € 173.62 ,414.71,14.13,1070.47,23.56
8122,Barcelona, € 156.40 ,476.61,16.24,1159.64,25.53
8123,Barcelona, € 254.61 ,735.19,25.06,1862.49,41.00
8124,Barcelona, € 159.66 ,772.49,26.33,1586.97,34.93
8125,Barcelona, € 324.20 ,866.99,29.55,1832.49,40.34
